molecules,label
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,196.0
Cc1c[nH]c(C)c1,168.0
CC(C)CCCC(C)CCCC(C)CCCC(C)C,296.0
CCCCCCCOCCCCCCC,258.5
C1COCCO1,101.5
CCCC(O)C(CC)CO,244.0
CC(Oc1ccccc1)C(=O)O,266.0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,365.2
COCc1ccccc1,170.0
CCCCCC(=O)CC,167.5
CC(C)OC(=O)C(O)C(O)C(=O)OC(C)C,275.0
C=C(C)C(C)(C)CC,108.3
CC(C)=C(C)Cl,96.0
CCCCSC,123.5
O=C(CCC(=O)Oc1ccccc1)Oc1ccccc1,330.0
CCC(C)=O,79.5
CCN(CC)C(=O)Cl,186.0
CCCC(O)C(C)C,141.0
CC(=O)Cc1ccco1,179.5
CC1CCCCC1C,125.766666666666
CCOC(=O)C(F)F,100.0
CCCCCCCCI,225.5
CCCCCl,78.6
CCCCCCCCCOC(C)=O,210.0
O=C(Cl)C1CCCCC1,180.0
O=[N+]([O-])c1cc(Cl)ccc1Cl,267.0
O=C(Cl)c1ccccc1Cl,238.0
C=CC(C)C(C)CC,112.0
CCOc1cccc(OCC)c1,235.0
C=CCOC(=O)c1ccco1,207.5
CC(C)(Cl)Br,95.0
CCOC(CCCN)OCC,196.0
Cc1ccc([N+](=O)[O-])cc1C,251.0
CC(=O)Nc1cccc(C)c1,303.0
CCCCCCCCOc1ccccc1,285.0
CCCCCCCCS,199.1
CCCCC(C)CC,118.0
COCC(C)OC,96.0
O=c1[nH]c2ccccc2o1,335.0
CCCCOC(=O)Cl,142.0
CC(=O)OCCCCOC(C)=O,229.0
C=C(Cl)CCl,94.0
COC1CCC(OC)O1,145.7
CC(O)COCC(C)O,232.8
Cc1cccc(Cl)c1O,189.0
Cc1cc(C)c(Cl)c(C)c1,205.0
CC12CCC(CC1)C2(C)C,161.0
CCOC(C)CC,81.0
ClC(Cl)(Br)CBr,195.0
CCCCCCCCCCCCCCCCCCCCCCCCCCCCC,440.8
CC(=O)CC(C)=O,138.0
CC(C)(C)NCCNC(C)(C)C,197.0
CCCOC(=O)C(O)C(O)C(=O)OCCC,303.0
CCOc1ccc(N)cc1,254.0
CCOC(=O)CO,160.0
CCCCNc1ccccc1,243.5
CC1(C)CC(=O)CC(C)(C)N1,205.0
COc1ccc(C)cc1,175.5
C=CC(=O)OC,80.2
FC(I)I,100.3
Cc1cc(C)c(N)cc1C,234.5
CC(=O)OCc1ccccc1,213.0
C1=CCC=CC1,85.5
CC(C)CCCC(C)(C)O,173.0
C=CCBr,70.1
Nc1ccc(Cl)c(Cl)c1,272.0
C=CF,-72.0
O=C1CCCN1CCO,295.0
CC(CCO)CC(F)(F)F,158.7
CC(C)Cc1ccc(N)cc1,238.0
CC(O)C(C)O,182.25
Clc1ccc(Oc2ccccc2)cc1,284.5
Clc1c(Cl)c(Cl)c(C(Cl)Cl)c(Cl)c1Cl,334.0
c1cocn1,69.5
CC=C(C)CC,69.0333333333333
CCCC(C)C(C)CCC,162.15
CC(C)CN1CCOCC1,181.0
FCC(F)(F)OC(F)F,43.0
CCCC(C)C(C)=O,143.5
CCOC(C)CO,140.5
CCc1cc(C)cc(O)c1,235.7
CSCCSC,183.0
CCCCN(CCO)CCCC,229.0
CC(C)CCCC(C)CCO,212.5
O=S(=O)(F)c1ccccc1,203.5
CCN(CC)c1ccc(N)cc1,261.0
CC(=O)OCCOCCOC(C)=O,200.0
CCCCCCCCCCCCO,259.0
Cc1ncc[nH]1,267.0
C=CCC#N,119.0
CCC(C)ON=O,68.5
Cc1c(N)cccc1N,260.0
c1ccc2c(c1)cnc1ccccc12,349.0
Cc1ccc(O)c(C(C)(C)C)c1,237.0
CCOC(=O)C1OC1(C)c1ccccc1,273.5
CCCCCCCCCCCCC,235.4
COc1ccc(N)c(C)c1,248.5
CCOC(C)C,54.1
CCOC(CC)OCC,123.0
CC1CCCSC1,158.0
O=S(=O)(Cl)C(F)(F)F,30.5
CNCCO,158.0
CC1=CC[C@@H]2CC1OC2(C)C,183.5
COc1ccc(COC(=O)Cc2ccccc2)cc1,370.0
Cc1cc(Cl)cc(Cl)c1,201.5
COc1ccc(C)cc1N,235.0
Cc1ccc(C(C)(C)C)cc1,190.0
CC(C)CC(C)N,109.0
CCCC/C=C\C(C)(C)O,177.0
Fc1ccc(N=C=S)cc1,228.0
O=C(Cl)c1ccccc1C(=O)Cl,281.1
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,57.6
CC(C)(C)c1ccc(N)cc1,241.0
Cc1cc(C)c(C)cc1C,196.8
FC(F)OC(F)C(F)(F)F,23.5
CCCC#CCCCCCC,198.5
ClCc1ccc(Cl)cc1,223.0
C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,188.0
Cc1cc(O)c(C(C)(C)C)cc1C(C)(C)C,282.0
CCOP(C)(=O)SCCN(C(C)C)C(C)C,298.0
COC(=O)C(F)(F)F,43.25
O=[N+]([O-])OCC(CCl)O[N+](=O)[O-],192.5
Clc1ccc(Br)cc1,196.0
C=CCCCCCCCC,170.5
C#CCCl,58.0
CCCOC(=O)C(=O)OCCC,211.0
FC(F)OC(Cl)C(F)(F)F,48.5
CC(C)(C)C1CCCCC1,171.5
Cc1cccs1,112.6
FC(C(F)(F)F)C(F)(F)F,-17.3
CCCCCN,104.3
CCOC(=O)CC(=O)C(F)(F)F,133.0
CC(C)CSCC(C)C,171.0
Oc1ccc(Br)cc1Cl,233.5
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,284.0
COC(=O)C(Cl)(Cl)Cl,153.8
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,365.0
Oc1c(Cl)cc(Cl)cc1Cl,246.0
C=C(C)C1CC=C(C=O)CC1,240.0
FC(F)(F)C(Cl)Cl,27.0
CCOCCOCCOC(C)=O,218.5
Cc1ccc(N(C)C)cc1,211.0
CCCCCCCCCCCC(=O)OC,267.0
CC(C)I,89.5
NCCCCCCCN,224.0
ClC=CCCl,109.433333333333
C=C(C)C(=O)CC,118.5
CC1=CCCCC1,105.983499999999
Cc1cccc(CN)c1,203.5
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(C1(F)F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,210.0
Brc1ccc(I)cc1,252.0
Cc1ccc(C)c(C=O)c1,220.0
CC(F)(F)CCl,55.0
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,255.5
CCCCCOC(=O)CCC,186.4
OCc1c(F)c(F)c(F)c(F)c1F,181.0
COC(CCl)OC,127.5
O=C(Cl)OCCCl,155.0
C1CS1,55.5
CCCCCCCCCO,213.3
N#CCO,183.0
CCCCCCCCCCCCCC(C)=O,294.0
Brc1ccc(Oc2ccccc2)cc1,310.1
Cc1cccc(Br)c1C,214.0
CCCOC=O,80.9
N#Cc1cccc(N)c1,289.0
Cc1ccc(O)cc1O,268.5
C1CCCNCC1,138.0
C=CCOCC1CO1,154.0
Oc1c(Br)cccc1Br,255.0
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,102.0
NCCN,117.0
CCOC(=O)C=C(C)C(=O)OCC,228.0
CCC1(C)OCCO1,116.5
CCCCCCCOC(=O)CCCC,245.2
CC(C)c1ccccc1O,213.5
CCOC(=O)C(O)C(O)C(=O)OCC,280.0
c1ccc2c(c1)COC2,192.0
FCCCl,53.1
CC1CCS1,107.0
CC(C)=C(C)C(C)C,116.5
Sc1ccc(Br)cc1,230.5
C#CC(C)=O,84.0
NC(=O)C(F)(F)F,162.5
CCOC(=O)C(C)C,110.1
CCOC(=O)C1CC1,134.0
Cc1ccc(Nc2ccc(C)cc2)cc1,330.5
CC1(C)COC1,80.6
CCCC(C=O)CCC,160.0
NCCCCCCCCN,225.0
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,315.0
CC=CCO,121.2
CCCOC(=O)CCC,143.0
S=C(Cl)Cl,73.0
OCCCc1ccccc1,235.0
CCOCCN,108.0
Cc1cc(N)ccc1Br,240.0
CCC(Cl)=[N+]([O-])O,142.0
CCCCCCOCC,143.0
CCCCC(CC)CN,169.0
c1ccc(-c2ccc3ccccc3c2)cc1,345.5
CC(O)CN,160.0
C=COCCCl,108.0
Cc1ccc([N+](=O)[O-])cc1Cl,260.0
c1ccc2cc3ccccc3cc2c1,339.9
CC(Cl)(Cl)Cl,74.0
CC1(C)CCC(C)(C)O1,112.0
COP(C)(=O)OC,181.0
CCOC(CN)OCC,163.0
C1CSCS1,175.0
CCCCOC(=O)c1ccccc1,250.3
C/C=C\CC(C)(C)C,106.9
C=CCCCCCCCCCCCCC,268.2
CCN(C)N=O,170.0
CCCCOC(=O)OCCCC,170.0
CCC(C)C(C)(CC)CC,162.1
Cc1cccc(C)c1C(=O)O,274.5
ClCc1ccc(Br)cc1,236.0
CC(=O)CCc1ccccc1,233.5
CCCCCCCOC(=O)CCCCCC,277.0
C=CC(F)(Cl)C(F)(F)Br,99.5
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,360.0
C=C(C)C(=O)OCC,117.0
Brc1cscc1Br,221.5
CC(N)CO,174.0
C#CC1(O)CCCCC1,174.0
CCCC=O,74.8
CC(C)=C1CCC(C)C(=O)C1,235.5
FC(F)=C(F)Cl,-27.8
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,350.0
CC(=O)c1c(O)cc(C)oc1=O,270.0
N#CCC#N,218.5
Cc1ccccc1N=Cc1ccccc1,314.0
CCOP(OCC)OCC,157.9
ClC(Cl)C(Cl)C(Cl)Cl,199.0
C=CCC(O)CC=C,151.0
FC(F)=C(C(F)(F)F)C(F)(F)F,0.5
CCCC/C=C\CCCCCCCCCC=O,250.0
O=Cc1ccccc1F,175.0
Cc1ccc(CCO)cc1,244.5
CCN(CC)c1cccc(O)c1,276.0
O=CC(Cl)(Cl)Cl,97.8
CC(C)(C)CC(=O)Cl,130.0
C1CCCSCC1,173.5
CCc1cccc2c1CCCC2,245.0
CCOC(CC)(OCC)OCC,171.0
OCC(F)(F)C(F)(F)C(F)(F)F,95.0
CCCC(=O)OCCC(C)C,179.0
CCCN(CCC)CCC,156.0
CCOC(OCC)(OCC)OCC,159.5
CSC,37.3
CCC1(C)CCCCC1,152.2
Cc1cc(Cl)ccc1OCC(=O)O,286.74
FC(F)(F)C(F)(F)N(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,70.3
C=COCCC(C)C,112.5
Cc1ccc2cnccc2c1,265.5
Cc1ccc(N=C=S)cc1,237.0
Oc1ccccc1Br,194.5
Cn1cc[nH]c1=S,280.0
CC(C)(N)Cc1ccccc1,205.0
Cc1c(Cl)cccc1Cl,198.0
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,315.0
CCC(=O)Oc1ccccc1,211.0
Cc1cc(Cl)ccc1OC(C)C(=O)O,298.0
CCOC(=O)NCc1ccccc1,230.0
CCC(C)OC,65.0
NNCCO,219.0
COc1ccccc1F,154.5
O=C(Br)c1ccccc1,218.5
ClCCCBr,143.3
CCC(=O)F,44.0
CC(=O)CC(=O)OCCCl,198.0
C1CC2CCCC2C1,139.0
CCS(=O)(=O)CC,248.0
CC(C)COCOCC(C)C,165.5
C=C(C)C(=C)C,68.8
CC(C)CCCCC(C)C,159.9
O=C1OC(=O)c2c1ccc(Cl)c2Cl,329.0
COC(C)CC(OC)OC,157.0
CC(=O)CC1CCCCN1,195.0
CCC(=O)Nc1ccc(Cl)c(Cl)c1,351.0
CCSC(C)=O,116.4
CCCCCCCCCCCCCCCCCc1ccccc1,397.0
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,277.0
CN1CCc2cc3c(cc2C1)OCO3,304.0
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,192.0
C#CCCCCCCCCC,196.0
CCCCC(Cl)CCl,173.0
CCC(C)C(O)C(C)CC,186.0
NCCO,171.0
CC(=O)N1CCCC(C)C1,239.0
O=C(Cl)c1ccccc1F,206.0
COCC(F)F,48.5
O=C(O)C1CCCCC1,232.5
CCCCC(CC)COCCO,229.0
COc1cc(C)cc(OC)c1,244.0
O=c1c2ccccc2sc2ccccc12,373.0
O=Cc1ccc(Cl)cc1Cl,233.0
c1ccc(-c2nc3ccccc3s2)cc1,371.0
C1CCC2NC2C1,150.0
c1ccnnc1,208.0
Ic1ccccc1,188.4
C=CCCC(C)(C)C,104.0
ClCCC(Cl)Cl,145.5
CN(C)CCN(C)C,121.0
O=C(O)c1c[nH]cn1,294.5
Cn1c(=O)ccc2ccccc21,325.0
CCCCCCCCCCCCCCCCBr,336.0
FC(F)=C(F)C(F)=C(F)F,6.0
CCC(=O)OCC1CCCO1,205.5
CCCCCCCCc1ccc(N)cc1,310.0
CCCCCC(=O)O,205.2
Clc1ccc(Cl)c(I)c1,253.0
C=C[Si]1(C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1,224.0
Brc1ccc(Sc2ccc(Br)cc2)cc1,268.0
CCOC(=O)C(C)(C)C(=O)OCC,197.0
CC1=Cc2ccccc2C1,208.0
CC1OCCO1,81.5
CC(C)(C)c1ccccc1,169.1
C=CC(=C)C,34.0
C=CC(=C)F,12.0
COC(=O)c1cccc(I)c1,277.0
CCCCCCCCCCCCCCCCCCCC(=O)O,328.0
CC=NO,115.0
COC(=O)CCCCCCCCCCCC(=O)OC,331.9
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,328.0
CC(C)c1ccc(Cl)cc1,198.3
Cc1cc(Br)ccc1O,235.0
CCCCCCCCCCCCCCCCCCCCCCCCCCCC,431.6
CC(O)C1CCCCC1,189.0
CCCCCCCCOC(=O)CCCCCCC,306.8
C=CCOC(=O)C(=O)OCC=C,217.0
CCCCCCCC(=O)O,239.0
CC(N)=O,222.0
CCCCc1cccc(O)c1,248.0
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,0.0
CC(C)CC(Cl)Cl,130.0
Nc1ccc(Cc2ccc(N)cc2)cc1,398.0
Nc1cccc(Br)c1,251.0
C#CC(O)CCC,142.0
CCCCCCCCCC,174.1
CC(C)SC(C)C,120.1
O=C(O)CCCc1ccccc1,290.0
CCCO,97.2
OC1CCCCC1,160.8
BrC(Br)(Br)Br,189.5
Fc1c(F)c(F)c(C(F)(F)F)c(F)c1F,104.5
COC(=O)C(C)C(C)=O,177.4
CCCCCCCCCCCN,242.0
O=C(Cl)c1cccc(C(F)(F)F)c1,187.0
CCC(C)C(C)(C)CC,140.5
COC(=O)CCC(C)=O,196.0
Cc1cc(C)c(O)c(C)c1C,240.0
ClCC(Cl)(CCl)CCl,211.0
CC(C)C1CCC(C)(O)CC1,208.5
CCOc1ccc([N+](=O)[O-])cc1,283.0
O=Cc1ccc(Br)o1,201.0
CCCF,2.5
O=C(O)C1=CCCCC1,241.0
C[Si](Cl)(Cl)C(Cl)Cl,149.0
N#Cc1cccs1,192.0
Cn1c(O)ccc1O,234.0
ClCC(Cl)(Cl)C(Cl)(Cl)Cl,216.0
CC/C=C\CCCC,123.1
CCCCCCCCCCCCCCCCC#N,349.0
CC(C)C1=CC(O)C(C)CC1,220.0
CC(Cl)C(C)(C)Cl,129.0
Pc1ccccc1,160.5
CCCCCC1=CCCC1,179.0
C1=CSCC1,112.1
CCCCCCC(Br)CBr,241.0
CCS(=O)(=O)Cl,174.0
COC(=O)c1ccc(C)cc1,220.0
CCOC(=O)C1CCC1,159.0
COc1ccco1,110.5
OCCCCCO,239.0
CCI,72.5
CCC(CC)CC,93.5
CCC(=O)C(C)C,113.5
CCCC(=O)CC(C)C,155.0
C1COCCN1,128.0
C=CCOC(=O)CCCCC,186.0
CCCCN(C(C)=O)c1ccccc1,281.0
Cc1ccc(N)cc1Br,255.5
CCSc1cccc(C)c1,219.0
CCCCCCCCCCCCCCCCCCCCC1CCCCC1,430.0
Cc1cccc2c1C=CC2,209.0
N#CC1CCC1,149.6
CC1CCCCS1,153.0
CC(C)C(=O)C(=O)O,170.5
Cc1ccc(CCC=O)cc1,223.0
BrC(Br)Br,149.1
ClP(Cl)c1ccccc1,225.0
SCCCCCCCCS,269.5
CC(=O)CCC(=O)O,245.5
CCC(C)(CC)CC,118.2
CCCCB(CCCC)CCCC,209.0
Cc1csc(C)c1C,162.0
C[C@@H]1CCC[C@H](C)N1,127.0
CCCCCC(C)C(C)C,164.3
CCCC(C(C)=O)C(=O)OCC,224.0
c1ccc2c(c1)-c1cccc3cccc-2c13,384.0
C=CC#CCC,85.0
CCCCOC(=O)C(C)O,186.0
CCOC(=O)CCc1ccccc1,247.2
O=[N+]([O-])C1CCCCC1,205.0
c1ccc(CC2CCCCN2)cc1,267.5
CCCCCCCCCCCCCC,253.5
C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,229.0
CC(C)CCCCCCO,206.0
CCC1C=CCCC1,134.0
CCCC(Cl)Cl,113.8
CC(C)=CCCc1ccoc1,185.5
Cc1ccc(Cl)c([N+](=O)[O-])c1,261.0
ClC(Cl)C(Cl)(Cl)Cl,159.8
C=C(C)CCCCC,119.3
CCCC(=O)OCC(C)C,156.9
OCCNCCO,268.8
COC(=O)c1ccc(OC)c(OC)c1,283.0
CC(C)(C)C(=O)OC(=O)C(C)(C)C,193.0
C[C@H]1CC1C(=O)O,191.0
CS,5.9
C=C1CCCC1,75.5
CCC(Cl)CCl,124.1
CCOC(=O)C(=O)Nc1ccccc1,280.0
CCC(C)(C)c1ccc(O)cc1,262.5
CN(C)C#N,163.5
C#CC(C)(C)O,104.0
C#CC(C)Cl,68.5
COc1cccc(CO)c1,252.0
CN(C=O)c1ccccc1,243.0
CCNCC,55.5
C[C@H](F)Cl,16.2
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,417.0
CC(C)N=C=NC(C)C,147.0
CCCCCCCOC(=O)CCCCC,261.0
C=CC(F)(F)F,-17.0
OCCOCCOCCOCCO,328.0
CC(=O)c1ccc(C)c(C)c1,246.5
Cc1cc(Cl)nc(Cl)n1,219.0
CCOC(=O)C(=O)CC(C)=O,214.0
CCN1C(=O)c2ccccc2C1=O,285.5
CCCCCC(C)CC,144.2
C=CC1CCCCC1,128.0
N#CCCc1ccccc1,261.0
CC(C)(C)CCl,84.3
CN=NC,1.5
CC#CCC,56.1
O=Cc1ccco1,161.7
COc1cccc(S)c1,224.5
c1ccc2[nH]ncc2c1,269.0
CCCCCCCCCl,181.5
O=[N+]([O-])c1cccc(Cl)c1Cl,257.5
COC(=O)C=Cc1ccccc1,260.4
C=CC(C)(C)C(=O)O,185.0
c1ccc2c(c1)ccc1cccnc12,339.0
CCOCC(C)C,81.0
OCCO,197.3
CCOC(=O)C(C)C(C)=O,187.0
CCCCCCC(=O)CCCCCC,261.0
CC(C)=CCCC(C)O,175.0
Oc1c(Br)cc(Br)cc1Br,286.0
Cc1cccc2ccoc12,190.5
O=C(Cl)C=Cc1ccccc1,257.0
CCC(Cl)Cl,88.1
CCCCOC(C)C,109.0
CC1C=CCCC1,103.0
O=CC(Cl)Cl,89.2
COCCOCCO,193.0
CC(C(=O)O)c1ccccc1,261.0
CC(Br)CCl,118.0
Cc1ccccc1N(C)C,194.1
CC(Cl)=CCCl,131.0
NC(=O)c1ccccc1[N+](=O)[O-],317.0
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,490.0
O=C(Cl)c1cccc(C(=O)Cl)c1,276.0
ClC=CBr,84.6
C[C@@H]1CCCCN1,120.0
ClCCl,40.0
C=C(C)c1ccc(C(C)C)cc1,220.8
c1ccc(Cc2ccncc2)cc1,288.0
CCCC(C)(C)c1ccccc1,205.5
O=COCCOC=O,174.0
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],300.0
CCCNCCC,109.3
CCCCCC(C)CCC,165.7
COc1ccc(I)cc1,238.0
CCCOCC(C)OCC(C)O,212.0
CCCCCCCCCCCCCCCC(=O)O,351.5
CCCCCCCCC(=O)O,254.5
CC(F)(Cl)Cl,32.0
Cc1ccccc1CC(C)C,196.0
CCC(O)CCC(F)(F)F,140.65
CC(=O)CCC(C)C,144.0
CC1CCCO1,78.0
COC(=O)c1cccc(C(=O)OC)c1,282.0
CCc1ccc(Cl)cc1,184.4
C=CCc1cccc(C)c1O,232.0
c1ccc2cc3c(ccc4ccccc43)cc2c1,437.6
CC(=O)N(C)c1ccccc1C,260.0
FC(Cl)C(F)(F)C(F)(F)Cl,56.1
CC1OC(C)OC(C)O1,124.3
CC(Cl)(Cl)C(Cl)Cl,153.0
O=[N+]([O-])OC(CO)CO,157.5
CCn1ccnc1,208.0
Fc1cccc(F)c1,82.6
CCCCCCCCCCCCN,259.0
CCCCCCCCCCCCCCCCCCc1ccccc1,408.0
CC(C)CCC(C)C(C)C,156.0
c1ccc2c(c1)c1ccccc1c1ccccc21,425.0
O=C(O)CCOc1ccccc1,240.0
CCCCCCCCCCCCCCCCCN,336.0
CO[Si](C)(OC)OC,102.5
CCc1ccccc1N,209.65
CCCCC(N)=O,225.0
[C-]#[N+]CCCC,120.0
SCCCl,113.0
CCCC(C)I,150.0
CCCC(C)(O)C(C)(C)C,170.0
CCOC(=O)C(C)Cl,147.0
Clc1cccc(Cl)c1Br,242.0
COc1ccc(COC(C)=O)cc1,270.0
Nc1ccc(O)cc1,284.0
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,325.0
CC(C)C(C)CC(C)(C)C,147.9
CC(CC(C)(C)C)CC(C)(C)C,177.8
CCC(C)(Cl)Cl,104.0
CC1(C)CC(C)(c2ccccc2)c2ccccc21,308.5
C[C@H]1CCC(=O)N1,248.0
Cc1ccccc1C(=O)O,259.0
O=C(NNc1ccccc1)c1ccccc1,314.0
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],330.0
O=Cc1ccc(C=O)cc1,246.0
OCC(F)(F)C(F)C(F)(F)F,117.0
CCCNCCO,183.0
CON=O,-12.0
O=S(=O)(c1ccccc1)c1ccccc1,279.0
CCOC(=O)C(=O)c1ccccc1,256.5
Cc1ccc(N=C=O)cc1N=C=O,251.0
COCC(COC)OC,148.0
CCCC(=O)Oc1ccccc1,225.0
FCCC(F)(F)F,29.4
CC(O)CCO,207.5
CCCCCCC(=O)CCCC,227.0
Cc1cc2c(cc1C)CCCC2,252.0
COC=Cc1ccccc1,211.5
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,294.0
Cc1cccc([N+](=O)[O-])c1,232.0
CC1=CCC(C(C)C)=CC1,183.0
BrCCCCCCCBr,263.0
CC[Si](CC)(CC)O[Si](CC)(CC)CC,233.0
COc1ccc(C)cc1C,192.0
CC(C)CO,107.8
Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],284.0
C=CCOC(=O)OCC=C,142.0
CNc1ccccc1,196.2
CCOC(=O)c1ccccc1O,232.5
COc1ccc(C)c(N)c1,253.0
OCCOc1ccccc1,245.0
CO[Si](OC)(OC)OC,121.0
C=CCCCCCCCCCCCCCCCCCC,341.0
C1O[C@@H]1[C@@H]1CO1,144.0
Cl[C@@H]1CCCC[C@H]1Cl,200.2
CC(C)N(N=O)C(C)C,194.5
O=CN1CCOCC1,239.0
C=CCCCCCCCCCCCCCCCCCCCC,367.0
Clc1ccccc1I,234.5
CCCCOC(C)=O,126.1
C=CSC=C,84.0
FC(Cl)Br,36.0
CCCCOCCO,168.4
c1ccc2cnccc2c1,243.2
C=CCCCCl,105.0
CC(=O)C(=O)c1ccccc1,222.0
C[Si](C)(C)[Si](C)(C)C,113.5
COC(=O)c1ccc(C)cc1O,243.0
CCNCc1ccccc1,194.0
Cc1ccccc1CCO,243.5
Cc1ccc(O)cc1,201.9
Oc1c(F)c(F)c(C(F)(F)F)c(F)c1F,163.5
O=C(O)c1ccccc1Oc1ccccc1,355.0
COC(=O)C(Cl)Cl,142.9
FC(F)(F)c1ccc(Cl)c(Cl)c1,173.5
COc1ccc(C=O)c(OC)c1,290.0
CCC(=O)N(CC)CC,191.0
CCOC(=O)CC(=O)C(C)C,173.0
FC(F)(F)Br,-57.8
OCCBr,150.0
CCC(C)CS,116.5
Ic1ccc(I)cc1,285.0
Cc1cccc(CBr)c1,212.5
COc1ccc(C(C)=O)cc1OC,287.0
O=[N+]([O-])c1c(F)cc(F)cc1F,183.5
CC[Si](CC)(CC)CC,154.7
COc1ccccc1I,241.0
COC(=O)C1CC1,114.9
CCCCC#CCCCC,177.0
CC1CC(C)NC(C)C1,145.0
CCOC(=O)CBr,168.5
CC1(C)CCCC(O)C1,185.0
OCc1ccc(Cl)c(Cl)c1,149.5
C=CCCCc1ccccc1,201.0
C1=CCNC1,90.5
CS(C)(=O)=O,238.0
CCCCCCc1ccc(O)cc1O,334.0
O=C(CCl)Oc1ccccc1,232.5
c1ccc2nsnc2c1,203.0
CC(C)CC(C)O,131.6
CCCC(C)C(CC)CC,165.0
CC(=O)Nc1ccccc1C,296.0
CCCCCOC(=O)c1ccccc1O,270.0
Cc1ccccc1O,191.0
CC1Cc2ccccc2O1,197.5
CCOC(Cl)CCl,145.0
Cc1ccsc1Br,176.0
CC(CO)CO,195.0
CCOC(OCC)N(C)C,129.0
CCCCCCCOC(=O)CCCCCCC,290.5
CCC(C(C)=O)C(=O)OC,182.0
Oc1ccc(O)n1Cl,216.5
Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],300.0
OCC1CCC(CO)CC1,285.0
C=C(C)OC(C)=O,97.0
CCOC(=O)C1(C(=O)OCC)CCC1,224.0
Cc1cc(C)on1,143.0
CC[B]CC,112.0
CC(=O)Nc1ccc(Cl)cc1,333.0
O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,297.0
O=C(OC1CCCCC1)c1ccccc1,285.0
CCCC(O)CCC,156.0
CCOC(OCC)OCC,143.0
C=CCCC(C)=O,129.5
c1ccc(-c2ncc[nH]2)cc1,340.0
N#CCCC#N,266.0
FC(F)(F)C(F)(F)C(Cl)(Cl)Cl,74.0
CN(C)c1ccccc1,193.45
C1CSCCN1,175.0
CCOCCC#N,153.5
O=C(O)c1ccccc1Cl,287.0
CCCC[Si](C)(C)Cl,139.0
C#Cc1ccccc1,143.0
CC(C)CCOC(=O)OCCC(C)C,234.0
C1CCC(C2CCCCC2)CC1,238.0
CC(C)CCOC(=O)C(C)C,168.5
ClC[Si](Cl)(Cl)Cl,118.0
CC(C)Oc1ccccc1,176.8
O=C(Cl)CCCCl,173.5
CCCCCCCCBr,200.0
CCON=O,18.0
CC(Cl)CC(Cl)Cl,152.0
CCCCCCCCCCCCCCCCCC1CCCCC1,397.0
Cc1cc(C)n(C)n1,170.0
Oc1c(F)c(F)cc(F)c1F,140.0
CCOC(=O)C(CC)(CC)C(=O)OCC,230.0
CC(C)CC[N+](=O)[O-],163.5
CC(C)(C)c1ccc(O)c(O)c1,285.0
CC(C)C(=O)O,154.4
FC(F)(Cl)C(F)(F)Cl,3.8
Cc1ccc(C=O)o1,187.0
O=C(c1ccccc1)c1ccncc1,315.0
CCC(Cl)(Cl)[N+](=O)[O-],145.0
CCN(C=O)CC,177.5
CC(C)(I)I,173.0
CCCCCCC(C)Cl,172.0
N#CCCCl,175.5
O=Cc1ccc(Cl)c(Cl)c1,247.5
CCCCCCOCCCCCC,223.0
OC1CC=CCC1,164.0
Cc1c(F)cccc1Cl,154.0
Brc1ccc(Br)c(Br)c1,275.0
C=CC[Si](Cl)(Cl)Cl,117.5
CSC#N,132.9
