molecules,label
Clc1ccccc1C(Cl)(Cl)Cl,264.3
ClCC(Cl)C(Cl)(Cl)Cl,179.5
FCCCF,41.6
Cc1cc(C)cc(N)c1,220.5
COCCOCCOCCO,249.0
ClCCSCCCl,216.0
N#Cc1c(F)c(F)c(F)c(F)c1F,162.0
CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,390.0
CC(C)C[Si](Cl)(Cl)Cl,143.3
Cc1cc[nH]c1,143.0
CCCC1CCCCC1=O,197.0
CCCCOC(=O)CC(=O)OCCCC,251.5
O=C(Cl)OCCOCCOC(=O)Cl,229.0
Cc1ccc(CC#N)cc1,242.5
CC=C1CCCCC1,136.0
FC(F)(F)C(F)(F)I,13.0
Cc1cccc(N=Cc2ccccc2)c1,315.0
c1ccc(N(c2ccccc2)c2ccccc2)cc1,365.0
C=CCCCCCCCCCCCCCCC,300.0
CC1CCC(=O)N1C,217.0
O=C1CCCN1,245.0
CCCCC(C=O)CC,163.0
CC(=O)c1ccco1,175.0
Cc1cccc(CC#N)c1,248.0
CCC(C)CC(C)(C)CC,155.7
Cc1nnc(C)s1,202.5
CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,352.5
Oc1cccc(Br)c1,236.5
FC(F)(F)c1ccccc1Cl,152.2
c1ncncn1,114.0
CCNc1nc(NC(C)C)nc(SC)n1,345.0
CCCOCC(C)O,150.0
c1cc2c(cn1)CCCC2,218.0
CCCCOC(=O)C(=O)OCCCC,241.0
O=Cc1cccc(O)c1,240.0
C=CC(=O)OCC(C)C,132.0
CCCCCCCCCCCCCCCC#N,333.0
C=COc1ccccc1,155.5
C=CCCl,45.1
CCc1ccccc1[N+](=O)[O-],232.5
Cc1ccc(C)c2occc12,216.0
FC(F)(F)C(Cl)(Cl)C(Cl)(Cl)C(F)(F)F,131.0
CCCS(=O)(=O)CCC,270.0
CC(C)(C)C(=O)O,164.0
CC1=CCC(C)C1,93.2
C=CCc1cc2c(c(OC)c1OC)OCO2,285.0
O=Cc1ccoc1,145.0
CCC#CCCC,107.2
C1CCNCC1,106.0
CCC/C=C/CCCCCC,192.8
Cc1ccccc1CO,224.0
CCC=CCC(=O)OCC,166.5
CC(C)CCCCCO,188.0
CCOCc1ccccc1,186.0
N#CC(Cl)(Cl)Cl,85.7
Oc1cccc(O)c1O,309.0
CCCC#CCCC,131.6
CC(Cl)C(C)Cl,118.0
c1ccoc1,31.5
ClCc1ccccc1,179.0
CCN(CC)c1ccc(Br)cc1,270.0
CC(C)(O)C#N,171.0
CC=C[C@H](O)CCCC,175.0
CCCCC=CC=O,166.0
Brc1ccoc1,103.0
CC(Cl)Br,83.0
C#CCCCCC#C,135.5
CC1(c2ccccc2)CCOCO1,256.0
CO[PH](=O)OC,170.5
CC(C)(O)Cc1ccccc1,215.0
CC(Cl)Cl,57.4
Oc1ccccc1S,217.0
CCCc1cccc(O)c1,228.0
N#Cc1ccc(Cl)cc1,223.0
CC(=O)OCc1ccco1,179.0
COc1cccc(C)c1C,199.0
COc1ccc(C(C)(C)C)cc1,238.0
CNCCNC,120.0
Cc1ncccn1,138.0
COC(OC)(OC)OC,114.0
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,211.0
FC=C(F)Br,19.0
CC=C(C)Cl,64.5
COC(=O)C(C)C(=O)OC,174.0
CCCCCC#N,163.6
ClC#CCl,33.0
Oc1cccc(Nc2ccccc2)c1,340.0
N#Cc1cccc(C=O)c1,210.0
CC(=O)C(C)(C)C,106.1
CCCCCCCCCCCCCCCCCCCCCC,368.6
Clc1ccc(C(Cl)(Cl)Cl)cc1Cl,283.1
Cc1ccc2c(c1C)CCCC2,252.0
FC(Cl)C(F)Cl,46.8
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,548.0
CCCCC(CC)C(=O)O,228.0
CC=O,20.1
CC1CCCC(O)C1,163.0
CCCCC=CC(=O)O,226.5
CCCC=CCO,157.0
CCCCc1cccs1,181.5
C=CC(C)CCCC(C)C,154.0
CC(C)ON=O,40.0
CC(C)=NN=C(C)C,133.0
C1CN(CCN2CCOCC2)CCO1,285.0
C=C(C)C1CCC(C)(O)CC1,210.0
CO,64.7
CCCC(CCC)CCC,157.5
NN1CCOCC1,166.0
C=C(C)C,-6.9
Oc1cccc2c1CCCC2,266.0
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,232.0
CCOC(C)OCC,102.2
CC(C)CCC(CO)C(C)C,211.0
C#CCCCCCCC,150.8
FC(Cl)C(F)(F)F,-12.0
CC(C)CCC(=O)O,200.5
CC(C)N(C)C,66.0
C=CCCC(C)C,85.3
COc1ccccc1Cl,198.5
CCCCCCCC=CC=O,230.0
O=[N+]([O-])c1cccs1,224.5
C=CCCC(=C)C,88.1
CCOC(=O)c1ccc(C)cc1,232.0
CC=C(C)C(C)(C)C,112.0
CC(C)CCC(C)(C)O,154.5
CCCc1ccc(C)cc1,183.4
CCCCCCCCCCC(=O)O,280.0
CC(C)N(CCO)C(C)C,190.0
c1ccc(C2CCCCC2)cc1,240.1
Clc1cccs1,128.3
C=CC(C)CC,54.2
Cc1cccc(NC=O)c1,290.0
CCNC=O,198.0
CC(=O)C#N,92.3
O=C(C=Cc1ccccc1)OCc1ccccc1,350.0
C=Cc1ccc(CC)cc1,192.3
COc1ccccc1O,205.0
CCCC(C)C(C)(C)C,133.6
CC(CCl)[N+](=O)[O-],172.5
CCc1cc(C)ccc1C,186.9
CCC(=O)OCc1ccco1,195.0
Cc1cc(O)cc(O)c1,289.5
ClC(Cl)[Si](Cl)(Cl)Cl,145.0
CCCCCC(=O)OCCC(C)C,225.5
CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,272.0
C/C=C/C(=O)OC,119.5
COC(CC(OC)OC)OC,183.0
COC(=O)OC,90.5
CCC(CC)C(C)C,115.6
Nc1c(Br)cccc1Br,263.0
FCCl,-9.1
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,449.7
CC#CCCO,154.0
OCC(Cc1ccccc1)c1ccccc1,310.0
CC(Cl)(CCl)CCl,162.5
CCOC(=O)c1ccccc1Br,254.5
CCC(C)C(C)=O,118.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I,67.0
Fc1ccccc1C(F)(F)F,114.5
S=C=Nc1cccc(Cl)c1,249.5
OCCOCCO,245.8
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,175.8
C=CC(=O)OCC(F)(F)C(F)F,132.5
Cc1ccc(C)c([N+](=O)[O-])c1,240.5
BrC/C=C/CBr,203.0
CCOP(C)(=S)OCC,198.9
C=C(CC)CCC,94.0
CCC(O)(CC)CC,142.0
CC(=O)Oc1ccccc1,196.0
Brc1sc(Br)c(Br)c1Br,326.0
CC1CCC2CC1C2(C)C,160.0
Cl[Si](Cl)(c1ccccc1)c1ccccc1,305.0
COC(Cc1ccccc1)OC,220.0
CCC(C)(C)CC(C)C,130.7
Cc1cc(C)c(Br)cc1C,234.0
O=[N+]([O-])c1ccsc1,225.0
FC1(F)OC1(F)F,-63.5
ON=C1CCCCC1,206.0
CC=CC(C)(C)O,112.0
CC(=O)OCCC(C)C,142.5
Cc1ccc(Cc2ccccc2)cc1,286.0
c1cncc(-c2cccnc2)c1,291.5
CCN=C=S,131.5
CCCCCC(=O)c1ccccc1,265.0
O=[N+]([O-])c1ccccc1O,216.0
CC(C)CCCl,98.9
O=C(Cc1ccccc1)Cc1ccccc1,331.0
CCCC(Br)CC,142.0
C=C(CC(=O)OCC)C(=O)OCC,228.0
O=CCCl,85.5
CCc1ccc(C)o1,118.5
CCCCCCCCCCC(C)=O,246.5
c1ccc(Nc2ccccc2)cc1,302.0
CCCCNCCO,199.0
COCCOCCOCCOC,216.0
FCCCCCCCl,168.0
FC(F)F,-82.1
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,378.9
CCCCCCCCCCCCCCC1CCCCC1,360.0
CCCCCCC(=O)O,222.2
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,195.0
CCOCCO,135.0
O=C=S,-50.0
CC1(CCl)CO1,122.0
CC(=O)N(C)C(C)=O,195.0
FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,51.0
FC(F)(F)c1cccc(C(F)(F)F)c1,116.0
ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]([C@@H]4O[C@]4(Cl)[C@@H]3Cl)[C@@]1(Cl)C2(Cl)Cl,353.0
C1=CCC2CC2C1,125.0
O=C(O)CCc1ccco1,229.0
C[Si](Cl)(Cl)c1ccccc1,206.5
CCC(O)CC,116.2
C=C=CCC,44.9
C=CCCCCC,93.6
c1ccc(Cn2ccnc2)cc1,310.0
O=C(CCl)c1ccc(Cl)cc1,270.0
CC1=CCCC1=O,157.0
FC(F)(F)Cl,-81.4
CCCCCCOc1ccccc1,240.0
CCOC(=O)Cc1ccccc1,227.0
CCCNC(=O)OCC,192.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,181.0
Nc1cccc(N)c1N,336.0
CC(C)COC(=O)C(=O)OCC(C)C,229.0
Clc1ccc(C(Cl)Cl)cc1Cl,257.0
Brc1ccc(Oc2ccc(Br)cc2)cc1,339.0
NCCCN,139.8
FC(F)(F)c1ccc(Br)cc1,160.0
C=CCCCCCCCCCCCCCCCCC,329.0
C#CCCCC,71.3
CCCCOCCCC,140.8
CC(C)=CCCC(C)CCO,224.25
CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1,383.0
Cc1nonc1C,156.0
COS(=O)(=O)c1ccc(C)cc1,292.0
COc1cccc(C=O)c1O,265.5
CCCCCCCCCCCCCCCCCCC1CCCCC1,409.0
CC1CCCC(C)C1,122.366666666666
CC1C(=O)C[C@]2(C(C)C)C[C@H]12,203.0
CN(C)CCCO,163.5
CCOC(=O)C(C(C)=O)C(C)=O,210.0
Cc1ccccc1CN,206.0
BrCCC1CCCCC1,212.0
ClCC#CCCl,165.5
Clc1cccc(C(Cl)(Cl)Cl)c1,255.0
C1CSCCO1,147.0
CCC(C#N)CC,145.5
COc1ccc(C(=O)c2ccccc2)cc1,355.0
CC(C)C(=O)c1ccccc1,220.0
ClC(Br)C(Cl)Br,195.0
CC(Br)C(=O)O,203.0
CC12CCC(CC1=O)C2(C)C,205.7
C(=Nc1ccccc1)=Nc1ccccc1,331.0
CCN(CC)CCCO,189.5
CC(C)=CCC(C)C,112.2
CCOC(=O)c1ccc(Cl)cc1,237.5
CC(C)=NO,136.0
CCC(C(=O)O)c1ccccc1,271.0
CC(C)c1ccccc1,152.4
C=C[C@@](C)(O)CC/C=C(/C)CCC=C(C)C,276.0
CC1=CCC(C(C)(C)O)C[C@@H]1O,270.5
COC(=O)/C=C\C(=O)OC,197.5
CN(C)N,63.9
Cc1cc([N+](=O)[O-])ccc1Cl,249.0
NCC(F)(F)C(F)(F)F,49.0
CC1CCC1,36.3
CCCCCON=O,104.5
CC(C)(C)c1ccccc1N,234.0
S=C=Nc1cccc(Br)c1,256.0
Cc1cc(C)c(C(C)C)cc1C,221.0
C=CC(=C)CCC=C(C)C,167.0
Cc1ccc2ccc3ccccc3c2c1,350.0
Cc1cc(C)cc(Br)c1,204.0
CCC(=O)OC(C)(C)C,118.25
O=C(Nc1ccccc1)Nc1ccccc1,262.0
Cc1ccc(Oc2ccc(C)cc2)cc1,285.0
ClC=C(Cl)C(Cl)Cl,162.0
C[C@H]1CC[C@@H]2[C@H](C1)C2(C)C,169.0
CN(C)C(=O)N(C)C,176.5
c1ccc2scnc2c1,231.0
CCCSc1ccccc1,220.0
CCCCCCCCOC(=O)CCCCC,275.0
CCC(C)OC(=O)CCC(=O)OC(C)CC,256.0
FC(F)(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,142.0
NCC(F)(F)F,37.5
O=CO,101.0
CC(c1ccccc1)c1ccccc1,272.6
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,512.0
CCCC=CCC=O,151.0
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,245.5
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,467.0
Nc1ccc2c(c1)CCC2,248.0
C1=CCCCCCCCC1,195.0
FC(F)(F)C(F)(F)Cl,-37.9
CC(C)OC(OC(C)C)OC(C)C,167.0
CC(C)c1cc(C(C)C)c(C(C)C)cc1C(C)C,259.0
FC(F)(F)C(F)(I)C(F)(F)F,40.0
Cc1cccc2c1ccc1cc(C(C)C)ccc12,390.0
CCOC(=O)c1ccc(O)c(OC)c1,292.0
O=CC1CCC=CO1,146.0
CC(Cl)CO,133.5
c1ccc(-c2ccccn2)nc1,273.5
CCCCOCc1ccccc1,223.0
CCCC(C)C(C)CC,140.6
CCCCCC(C)C,117.6
CCOS(C)(=O)=O,213.5
CCCC1CCCCC1C,176.0
COc1ccc(N)cc1N,221.0
ClCCCc1ccccc1,219.5
CCCC(CC)(CC)CC,166.3
Cc1c(Cl)cc(Cl)c(O)c1Cl,265.0
O=[N+]([O-])c1cccc([N+](=O)[O-])c1Cl,315.0
CC(C)COCCO,160.0
CCP(CC)CC,129.0
CCCCCCCCc1ccccc1,264.5
Clc1cc(Cl)c(Cl)cc1Cl,244.5
Nc1ccccc1CO,273.0
CC(C)CCOCCC(C)C,172.5
OCc1ccc(F)cc1,210.0
CC(CCCl)OCCCl,195.0
COC(=O)c1cccc(C)c1O,235.0
CCCCCCC[C@H](C)O,193.5
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,189.0
CCOC(=O)C(=O)C(=O)OCC,210.0
CC(=O)CCc1ccco1,203.0
Cc1ccc(C)c(N)c1,214.0
CCCCCC(C)(C)O,156.0
COc1ccc(C)c(C)c1,202.0
NCCCN1CCOCC1,220.0
C1=COCCC1,86.0
CCc1ccccc1Br,199.3
CCO[Si](CCC#N)(OCC)OCC,224.0
C=COCCCCCC,143.0
CCC,-42.1
O=C(CCl)c1ccccc1,247.0
C=C1C=CC(C(C)C)CC1,171.5
C=Cc1ccccc1Cl,188.7
O=C(Cl)CCCl,144.0
CCC(=O)O,141.1
CCCC=CC(=O)O,216.5
Cc1cccc(C(C)C)c1O,225.5
c1ccc(C2CCNCC2)cc1,257.0
CC1(C)CCc2ccccc21,191.0
C/C=C(\C)C(=O)OCC,156.0
Cc1cccc(Nc2ccccc2)c1,316.0
C=CC(=O)OCCO,191.0
CCCCCCC(C)(C)C,155.0
CCCCC(C)(C)CO,172.5
Cc1ccc(CCl)cc1,201.0
OC(c1ccccc1)(C(F)(F)F)C(F)(F)F,160.0
CC1=CCCC1C,99.0
CCCCCC(=O)CCC,187.5
c1ccc(Nc2ccc3ccccc3c2)cc1,395.5
O=C(O)CCC1CCCCC1,276.5
CC(C)(C)NC=O,202.0
c1c[nH]nn1,204.0
Cc1cc[nH]n1,204.0
CCC=C(C)C=O,136.5
CCCCCCCC(=O)CC,203.0
CC(O)c1ccco1,162.5
CB(C)C,-20.2
CCOc1ccc(O)cc1,246.5
CC=CC=CC(=O)OC,180.0
CCCCCCCCCCCCCCCCCCN,346.8
ClCc1cccc(CCl)c1,251.5
CCOP(C)(=O)OCC,194.0
C=CCCCCC(=O)O,226.0
CC(C)=CC(C)C,83.4
CC1(C)[C@H]2CC=C(CO)[C@@H]1C2,221.5
CCN(CC)CC,89.3
CCCC(C)O,119.3
SC1CCCCC1,158.9
COc1ccccc1C1CCCCC1,268.0
CCC(C)C(C)(C)C(C)C,164.6
CCCC/C=C/CO,178.0
Cc1cccc(O)c1,202.2
CC(C)CCCCCCC=O,197.0
C[Si](C)(C)Cc1ccccc1,190.5
CC(=O)C1CCC1,138.0
CCOC(=O)CN,149.0
COOC,14.0
COC(CBr)OC,149.0
CCCCC(CC)COC(=O)/C=C/C(=O)OCC(CC)CCCC,300.0
CNC(C)=O,205.0
OC(CCl)CCl,176.0
CCOC(=O)C(Cl)(Cl)Cl,167.5
C=CC(=O)O,141.2
Fc1c(Cl)c(F)c(Cl)c(F)c1Cl,198.4
Clc1ccc(Oc2ccc(Cl)cc2)cc1,313.0
Clc1cccc(Nc2ccccc2)c1,338.0
CCC=CCCO,156.5
Cc1cc(C)ncn1,159.0
CCC(=O)CC(C)CC,159.0
CCCCc1ccccc1,183.3
CC1CCCCC1O,164.5
CCCCCCCOC=O,178.1
CCC(C)(O)CCCC(C)C,196.5
c1ccc2nc3ccccc3cc2c1,345.5
CN=C=O,39.5
CCCCCCCCCCCCCCCN,307.6
CCCCCCCOC(C)=O,193.0
C=COC(C)C,55.5
COc1cc(Cl)ccc1O,241.0
C=CCOC(=O)CC(C)=O,196.0
c1ccc2c(c1)oc1ccccc12,287.0
CC(=O)C=Cc1ccccc1,261.5
CC(C)(C)SC(C)(C)C,149.1
N#CCCl,126.0
CCC=C(C)C,67.3
FC(F)=C(Cl)C(F)(F)F,6.8
CC1(C)CC=CC1,88.0
ClCCCI,171.0
CC1CCc2ccccc2O1,224.5
COS(=O)OC,126.0
Cc1cc(C)c(C)c(O)c1,230.5
CCCc1ccc(N)cc1,225.0
CCc1ccc(Br)cc1,204.0
Cc1ccc(C)c(Cl)c1,187.0
C1CCC(C(C2CCCCC2)C2CCCCC2)CC1,325.5
CCc1ccccc1Cl,178.4
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,108.0
FC(F)(F)c1ccc(Cl)cc1,138.5
c1cc2c(c3c1CCCC3)CCCC2,295.0
CC(C)NNC(C)C,125.0
COC(=O)CCCBr,186.5
CCOP(=O)(OCC)OCC,215.5
NNc1ccccc1,243.5
CCCC=CC(=O)OCC,174.5
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,265.0
CC,-88.6
COCC(=O)Cl,112.5
CCC[Si](Cl)(Cl)Cl,123.5
Cc1cccc(C)c1[N+](=O)[O-],226.0
C1=CCCCC=C1,120.5
CCN1CN(CC)CN(CC)C1,207.5
Cc1cc(C(C)(C)C)ccc1O,237.0
O=Cc1ccc(F)cc1,181.5
O=C(O)C1=CCCc2ccccc21,306.0
CC=C1CCCC1,115.0
CC(C)CCN,96.0
FC(F)(F)c1ccccc1,102.1
CCCC(=O)CCC(C)C,178.0
COc1cc(C)ccc1C,194.0
FC(F)(F)S(F)(F)(F)(F)F,-20.0
C=CCC(C(C)=O)C(C)=O,199.0
COC(=O)CCS,166.0
C1CCCCCCCCC1,202.0
CCCCNCCCC,159.6
CCCCCCSCCCCCC,230.0
CCC(=O)OC,79.8
CCc1c(C)c[nH]c1C,199.0
N#CSCc1ccccc1,232.0
C=CCc1ccc(OC)cc1,215.5
CC(C)OC(=O)C(C)C,120.7
FC(Br)C(F)(F)F,8.6
Nc1ccccc1N,257.0
COC(C)(C)CC(C)=O,160.0
ClC(Cl)(Cl)I,142.0
Clc1ccc(Cc2ccccc2)cc1,299.0
FC(F)(Cl)CCl,46.8
CC1CCSCC1,158.6
CCCCCCCCC1CCCCC1,264.0
CC(C)COC(=O)Cc1ccccc1,247.0
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,150.0
OCCCCCC(F)(F)F,165.75
Cc1ccccc1C#N,205.0
CCCCC(C)(O)CC,163.0
CCCCCCC(=O)c1ccccc1,283.3
CCC(C)[N+](=O)[O-],139.5
CC(c1ccccc1)C1CCCCC1,265.0
Cc1ccccc1OC(=O)c1ccccc1,309.0
CCOC(=O)CC,99.1
CCC/C=C/CCC,125.75
CCCCn1cccc1,170.5
COc1ccc(F)cc1,157.0
FC(F)(F)C(F)(Cl)C(Cl)(Cl)C(F)(F)F,98.0
CCN(CC)C(=O)c1cccc(C)c1,290.0
CC(C)CC1CCCCC1,171.3
CC=Cc1ccc2c(c1)OCO2,253.0
CC(C)CCCC(=O)O,216.0
CCOC(=O)OCC,126.0
CCCCCCCCCCCCCS,290.8
Fc1c(F)c(F)c(F)c(F)c1F,80.2
Cc1ccc(C(C)C)c(C)c1,197.0
COC(=O)CBr,132.0
CC(C)C1CC[C@@H](C)CC1=O,207.0
COc1cccc(CC(C)=O)c1,259.0
CCOc1ccccc1OCC,219.0
CCCC(C)=C(C)C,121.8
C/C=C\C,2.25
Cc1cc([N+](=O)[O-])c([N+](=O)[O-])cc1[N+](=O)[O-],300.0
Nc1ccc(F)c(Cl)c1,227.5
ClC(Cl)=CBr,107.5
Cc1ccc(C)n1C,171.0
CC(C)C(C)(C)C,80.8
Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O,269.0
CC(C)OC(=O)Cl,105.0
CCCCCCCCCCCCC(=O)O,312.4
OCC(F)(F)C(F)(F)F,82.0
CCCCN=C=S,168.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,56.6
CCC(C)=NO,152.5
COC(=O)CCCl,156.0
Cc1ccc(C)c(C)c1,169.3
CCCCCCC(=O)CC,190.0
Nc1cccc(Cl)c1,230.5
CC(=O)c1ccc(C)cc1,226.0
C=CCC(O)C=C,133.5
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,225.0
Cc1c(C)c(C)c(N)c(C)c1C,277.5
CCC(CC)c1ccccc1,187.5
C[Si](C)(C)N=C=N[Si](C)(C)C,164.0
CC1(C)C2CCC(C=O)C1C2,220.5
CCC(C)C(=O)C(C)CC,162.0
C=CC(O)CCCCCC,193.5
CC(=O)CF,77.0
CCOc1ccc(Cl)cc1,213.0
CC(C)CC(=O)OC(C)C,142.0
CC(C)CCC(C)(C)C,124.0
OCC(Cl)Cl,146.0
N#CC(F)(Cl)Cl,33.0
Cc1ccc(O)cc1C,227.0
CCC(=O)CCl,137.5
CC(=O)c1ccc(N)cc1,294.0
CCSCCCl,156.5
CC(C)C(C)C,57.9
CC=CC(C)=O,122.25
CCCCCCF,91.5
CC(=O)N1CCCCC1,226.5
C=CCSC#N,161.0
C#CC(C)(O)C(C)C,134.0
O=CC=O,50.4
CC(=O)OCC=Cc1ccccc1,265.0
FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,59.5
N#Cc1cccc(F)c1,182.5
CCCCCCCCCCCS,257.4
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,118.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.9
C/C(=C/CC[C@@]1(C)C2C[C@@H]3[C@H](C2)C31C)CO,301.5
Nc1ccc(Cl)cc1N,229.3
O=C(O)C(F)(F)C(F)(F)F,96.5
c1ccc2c(c1)CCNC2,232.5
CCOC(CCl)OCC,157.4
CCOC(C)=O,77.1
CCOC(=O)CCCl,162.0
CCc1cccc(CC)c1N,235.5
C[C@@H]1C[C@H](C)CC(C)(C)C1,152.5
CCCCC(=O)CCCC,188.4
NN1CCCCC1,147.0
CCOC(=O)CCCCC(=O)O,285.0
CC(=O)c1ccc(C)cc1C,228.0
CC=CCC(C)C,88.1
CC1CCCCC1=O,162.5
CCCCCC(C)=O,151.0
CC(C)CCCBr,145.0
CCCCON=O,78.0
Cc1cccc(Oc2cccc(C)c2)c1,284.0
C1CCC(CCC2CCCCC2)CC1,272.5
CCOC(=O)c1cc2ccccc2o1,276.0
C#CCC=C,42.5
CCCC(N)CCC,139.5
CC(C)CN=C=O,106.0
Cc1ccc2occc2c1,198.0
CCSC,66.7
CCC(C)OC(C)=O,112.0
C1=CCCC=CCCC=CCC1,240.0
CCCOC(C)C,83.0
O=C1c2ccccc2-c2ccccc21,341.5
O=Cc1cccc(O)c1O,235.0
CCCC(=O)OC1CCCCC1,213.0
CC(C)(C)OC(=O)C(F)(F)F,83.0
COCCOCCOC,162.0
C=CC(=O)OCC(CC)CCCC,213.5
C[Si](C)(CCl)c1ccccc1,225.0
CC(=O)c1cccc(Cl)c1,244.0
CCCC(CC)CCC,141.2
O=C=Nc1ccccc1Cl,200.0
Cc1ccc[nH]c1=O,289.0
C[C@@H](O)C1CC1,123.5
CSCC(C)C,112.5
CC/C=C\CC1=C(C)CCC1=O,258.0
C1CCC(CCCCCC2CCCCC2)CC1,325.0
CCCCCCC(C)NC(C)CCCCCC,283.0
CCCCCCCCCC1CCCCC1,282.0
C=CC1CC=CCC1,128.0
C=CC=C(C)C,76.5
CC(C)NCCO,173.0
CC(C)CCCC(C)N,155.0
CN(C)CCCCCCN(C)C,209.5
C1CN2CCN1CC2,174.0
ClC=C(Cl)C(Cl)=CCl,188.0
CC(=O)c1ccc(C)cc1O,245.0
C=CCCCCCCC=C,167.0
CC(C)CC(=O)OC(=O)CC(C)C,215.0
COCC1CO1,113.0
C=C(Br)CC,88.0
BrC(Br)=C(Br)Br,226.0
COC(=O)CCO,179.0
C#CCCCCCCCCCC,215.0
Clc1ccc(I)cc1,227.0
CC=COCC,71.5
CC(C)=C1CC[C@@H](C)CC1=O,224.0
Cc1ccc(N)cc1N,292.0
CC1CCCC(C)C1C,142.0
C=C(C)C=CC(=C)C,146.0
CCCCCCCCCCCCCC1CCCCC1,346.0
CCOC(=O)CC1CCCCC1,211.0
CCCC(CC)C(C)CC,165.0
CNc1ccccc1C,207.5
CCCOCC(C)C,107.0
C#CC(C)O,106.5
Clc1ccc(Cl)c(Cl)c1,213.5
CS(=O)(=O)F,123.5
ClCCCOc1ccccc1,250.0
CCCN(CCC)N=O,206.0
Cc1ccc(C(C)C)c(O)c1,232.5
COC(C)CO,130.0
CCCCOB(OCCCC)OCCCC,234.0
CC(F)=C(Cl)Cl,78.0
CCC(C)O[N+](=O)[O-],124.0
Cc1cccc(Cl)c1Cl,207.5
CCOC(=O)CC(=O)CC(=O)OCC,250.0
CCC1CCC(=O)CC1,193.0
Oc1c(F)c(F)c(F)c(F)c1F,145.6
CCCCCCCCC#N,224.4
CC1=CCC(C(C)C)C=C1,172.0
CC(C)C(C)(C)C(C)(C)C,166.1
Brc1cncc2ccccc12,282.5
CCCCOC(=O)CCC(C)=O,237.5
O=C(OC(Cl)(Cl)Cl)C(Cl)(Cl)Cl,191.5
C=C(C)c1cccc(C)c1,185.0
COc1cccc(OC)c1C#N,310.0
Cc1ccc(C(=O)c2ccccc2)c(C)c1,321.5
C=CCC(C)CCC,112.8
C=C=CC,10.9
CCC1=CCCCC1,137.0
CCCCCCCCCCCCCCCl,292.0
C[Si](C)(Cl)CCl,115.5
CC(O)C(C)C(C)O,211.5
CCCCCCCCCCC1CCCCC1,299.0
CCOc1cccc(C=O)c1,245.5
CCOCCC(OCC)OCC,185.0
CC(C)C(C)C(C)C,113.5
O[C@@H]1C[C@H]2CC[C@@H]1C2,176.5
C=Cc1ccc(C)cc1,172.8
CC(C)(N)c1ccccc1,196.5
Cc1cc2ccccc2o1,197.5
CCc1cccc(C)c1N(C(=O)CCl)[C@@H](C)COC,282.0
ON=Cc1ccccc1,200.0
CCC(CC)C(CC)CC,163.9
CC(Cl)(Cl)[N+](=O)[O-],123.5
Cc1cc(Cl)[nH]n1,258.0
COc1cccc(F)c1,159.0
CCCCCCCCN(CCCCCCCC)CCCCCCCC,366.0
O=C(O)C1CC1,183.0
CCCCBr,101.3
NC(=O)C(Cl)Cl,234.0
BrC1CCCCC1,166.2
CN(C)c1ccc(N)cc1,263.0
CC(CCl)CBr,155.0
