molecules,pkb
CCC=CCC1=NC(C(=O)O)C2SC(C)(C)C(C(=O)O)N12,7.8
COc1cccc(N=CN(C)C)c1,8.6
COC(=O)N1c2ccccc2C23CCN4CC=CC5(CCC12C(O)(C(=O)OC)C5O)C43,5.63
OCc1cccnc1,5.0
ON=Cc1ccncc1,4.58
CNCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,6.2
Cc1cnoc1C,0.0
N#CC(C#N)N=Nc1ccccc1C(F)(F)F,-0.7
OCc1nc2cc(Cl)ccc2[nH]1,4.63
Cc1c(O)c(=O)n(-c2ccccc2)n1C,-0.22
CC(=O)n1ccnc1Cc1ncc[nH]1,6.6
CCC(C)(CC)Nc1ccccc1,6.32
CN(C)c1ccc(C=Cc2nnnn2-c2ccccc2)cc1,3.47
CC#CC(C)Oc1cc(N)c(Cl)cc1C(=O)NC1CC2CCC(C1)N2C,9.95
COc1cc2c(OC)ncnc2c(OC)c1OC,3.34
Cc1cc(O)cc(O)c1C(=N)c1ccccc1,6.75
c1ccc2[nH]cnc2c1,5.51
O=C(O)C1CCCN1,10.585
Cc1ccccc1C(=NCCCN(C)C)c1ccccc1,9.0
O=[N+]([O-])c1ccc(NCO)cc1,-0.33
COc1ccc(OC)c2c1nc(CO)n2C,5.24
CCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCC)C(=O)C(C)NC(=O)C(Cc1c[nH]cn1)NC(=O)CCCCC[N+](C)(C)C,7.2
COC(=O)Cc1ccccc1N,3.71
Nc1cccc([I+]c2ccccc2)c1,1.87
Cc1c[nH]c(C)n1,8.39
CN(CC1CO1)CC1CO1,6.45
O=C(CCCN1CCC(O)(c2ccccc2)CC1)c1ccccc1,8.4
Nc1nccc2ccccc12,7.62
Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,7.05
c1cc(-c2ccoc2)ccn1,5.72
O=C(O)CN=C1CCCC1,8.72
COC(=O)CN,7.64
Cc1cc(C)[nH]n1,4.32
Cc1cc(=O)[nH]c(-n2[nH]c(C)cc2=O)n1,10.0
CCCSSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N,5.52
COc1ccc(O)c(N=Nc2nc(C)cs2)c1,0.77
CCCCNCc1ccccc1,9.46
Nc1nccs1,5.44
C1CN=C2NCCC2C1,11.7
Cc1ccnc(N)n1,4.2
CC(N)C(=O)N1CCCC1C(=O)O,8.38
Cc1cccc(C=O)n1,4.55
Cc1ccccc1C(=N)c1ccccc1,7.21
CNc1ncnc2scnc12,2.84
CC(=O)NC(Cc1c[nH]cn1)C(=O)O,7.11
COc1ccc(-c2nc3cnccc3n2C)c(OC)c1,6.16
c1cc[nH]c1,0.4
Nc1ccccc1B(O)O,4.58
Clc1ccnc2c1ccc1c(Cl)ccnc12,3.03
CCSC(=N)c1ccccc1,6.05
Cc1ccccc1C(=NCCCN(C)C)c1cccc2ccccc12,8.8
CC(C)N=CNc1ccc(-c2cncn2C)cc1,8.83
Cc1cnc2c(cc(C)c3c(C)ccnc32)c1C,6.45
NC(=NO)c1ccccc1N,4.5
O=[N+]([O-])c1cccc2nc3ccccc3c(NCCO)c12,7.2
OCCNc1ccccc1,4.09
CC(O)c1ccccc1,-7.0
CCN(CC)Cc1cn2nc(-c3ccccc3)cc(C)c2n1,8.79
Cc1c(Br)cc(N)cc1Br,2.87
C=CCCN1CC2CC(C1)c1cccc(=O)n1C2,7.0
Cc1cccc(N)c1,4.7
c1nc(NC2CCCCC2)c2[nH]cnc2n1,4.2
C[Si](C)(C)OC1CN(Cc2ccccc2)C1,8.08
Cc1cnc(C)cn1,1.95
Fc1ccc2[nH]cnc2c1,5.11
O=[N+]([O-])c1cc2nc[nH]c2cc1[N+](=O)[O-],1.73
Cc1cc(N)cc(C)c1[N+](=O)[O-],2.56
Nc1cc(C=Cc2ccccc2)nc(C=Cc2ccccc2)c1,8.6
O=C(O)C1OC(Oc2ccc3ncccc3c2)C(O)C(O)C1O,5.0
O=C1CN2CCC1CC2,7.27
CC(C)N(c1ccccc1)C(C)C,6.19
Nc1ccc2nc(C=Cc3ccccc3)ccc2c1,5.5
O=[PH](O)C(NCc1ccccn1)c1ccccc1O,8.08
Cc1ccc(N)cc1C,4.94
CCOc1ccc2[nH]c(C)nc2c1,6.22
Nc1cnccn1,3.14
N#CC(C#N)N=Nc1ccc(OC(F)(F)F)cc1,-0.78
CCNc1nc(Cl)nc(NC(C)C)n1,1.61
O=c1[nH]cncc1O,7.48
CCC12CCCN3CCC4(c5cccc(OC)c5N(C(C)=O)C4CC1)C32,7.57
Cc1cccc(CO)n1,5.2
CC(C)CNc1ccccc1,4.84
COc1ccc2c(c1O)CN(C)CCc1cc3c(cc1C(=O)C2)OCO3,9.0
Nc1nn[nH]n1,1.81
N=C(N)N(c1ccccc1)c1ccccc1,10.42
CN(C)CCCNc1c2ccccc2nc2c(F)ccc([N+](=O)[O-])c12,5.41
COc1cccc2c1CN(C1CC3CCC(C1)N3Cc1ccccc1)C2=O,8.68
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,2.0
CC(C)NCC(O)COc1cccc2ccccc12,9.46
Clc1cnc2c(ccc3cccnc32)c1,3.99
c1ccc2c(c1)CCNC2,9.48
OCCCNc1ccccc1,4.53
O=C1C2CC(CN3CCCCC23)C2CCCCN12,7.7
Cn1cnccc1=O,1.84
CN(C)CCCC(=O)Oc1ccccc1,9.7
CN1C(=N)C(C)(C)c2ccccc21,9.25
NCCC(=O)NC(Cc1c[nH]cn1)C(=O)O,9.61
COc1ccncn1,2.5
CCCc1ncc[nH]1,8.02
NNCCOc1ccccc1,6.8
CC(=O)N(C)c1ccncc1,4.62
CCCn1cnc2ccccc21,5.46
C=CC1CN2CCC1CC2C(=O)O,10.6
Cc1cnc2c(ccc3cccnc32)c1,5.0
N#CCCNc1ccccc1,4.5
CSCc1ccccn1,5.4
CCCC1N=C(N)N=C(Nc2ccc(SC)cc2)N1,10.6
CC1C=NC(=O)N=C1N,12.4
CC(Br)(CN)[N+](=O)[O-],6.15
c1ccc(-c2ccncc2)cc1,5.3
Cc1ccc(O)c(CN(C)C)c1,8.68
CC(=O)C(CN1CCOCC1)=NO,6.1
CN1CCCC2CCN=C21,11.5
Brc1c[nH]cn1,3.8
Nc1ccc2[nH]cnc2c1,6.11
Cn1c(N)ccnc1=O,7.38
O=c1cc[nH]nc1,8.68
COc1ccc(CN)cc1OC,9.39
Cc1ccccc1C(=NCCCCN(C)C)c1ccccc1C,8.8
Nc1ccccc1[N+](=O)[O-],-0.24
c1ccncc1,5.26
Oc1c(Cl)cc(Cl)c(Cl)c1CN1CCCCC1,10.32
NC1CCCCC1C(=O)Oc1ccc([N+](=O)[O-])cc1,8.495
COc1ccc(Nc2ccc(N)cc2)cc1,5.9
c1ccc2c(c1)N1CCN2CC1,5.65
Nc1cc[n+]([O-])cc1,3.61
Cc1cc(-c2ccccc2)nn(C)c1=NCCN1CCOCC1,10.37
Cc1c[nH]c(C)c1,2.04
Nc1ccc2cc3ccc(N)cc3nc2c1,9.65
Cn1ccnc1N=[N+]=[N-],4.05
CCN(CC)Cc1ccccc1,9.44
CN(C)CCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,6.9
Cc1cc(N)ccn1,9.44
Nc1ncnc2c1cnn2-c1ccccc1,3.89
CCC(O)CN(CC(O)CC)C(C)(C)C,9.6
S=C1N=CCC=N1,7.2
Cc1ccccc1C(=NCCCN(C)C)c1ccccc1C,8.7
COCCN(C)c1ccccc1,4.81
Cc1ccccc1N=CN(C)C,8.27
CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2,5.4
Cc1noc(-c2ccccc2)c1C(=O)O,1.7
COc1ccc(N)cc1Br,4.09
CCCNCc1ccc(C)cc1,9.98
c1ccc(-c2ncc[nH]2)cc1,6.39
CN(C)Cc1cc(O)c(O)c(CN(C)C)c1,7.22
Cc1ccc(-c2ncc(-c3ccccc3)o2)cc1,1.04
c1ccc(-c2ccoc2)nc1,4.65
NCCNCCc1ccccc1,9.44
O=c1[nH]c(=O)c2[nH]cnc2[nH]1,11.08
NCc1ccc(O)cc1,9.14
COc1nc(N)c2[nH]cnc2n1,3.7
CC(O)C1CNC(C(=O)O)C1CC(=O)O,10.08
Cc1cc(C)ncn1,2.7
CCOc1ccc(N=CN(C)C)cc1,9.24
Nc1ccc2[nH]c(=O)[nH]c2c1,5.0
COc1cnccc1N,9.03
CN(C)Cc1ccccc1O,8.6
CCOC(C)=N,7.15
NCCCCCc1cccnc1,10.34
N=C(N)N=c1nc(N)[nH]c(N)n1,9.4
CC(c1ccccc1)N1CC(O[Si](C)(C)C)C1,7.82
COc1cc(OS(C)(=O)=O)ccc1-c1cn2cccnc2n1,3.95
CNCC(O)c1cccc(O)c1,8.77
CN(C)c1ccccc1,5.1
N=C(Sc1ccccc1)c1ccccc1,4.48
Cn1cncc1CC(N)C(=O)O,8.72
CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,10.42
CCc1cc(Cl)c(O)c(C(=O)NCC2CCCN2CC)c1OC,9.54
N#CC(C#N)N=Nc1ccccc1[N+](=O)[O-],-0.76
c1ccc(CNc2ncnc3[nH]ncc23)cc1,4.16
Oc1cccc2nnccc12,1.92
SCCN(Cc1ccccc1)Cc1ccccc1,7.62
CC(C)(C)c1cc(=O)[nH][nH]1,2.9
Cc1cc(=O)n(C)cn1,2.1
Cc1cnc(C(O)C(O)C(O)CO)cn1,1.4
C=C(C)C(N)O,8.0
COc1ccc(N)cc1,5.35
c1ccc(-c2nc3ccncc3[nH]2)cc1,6.0
NCCCCc1ccncc1,10.18
N#Cc1ccccn1,-0.26
CCOCCn1c(N2CCCN(CCCCn3cc(C(=O)O)cn3)CC2)nc2ccccc21,8.5
c1ncc2[nH]cnc2n1,2.45
Nc1cccnn1,5.19
c1ccc(-c2nc3ccccc3s2)cc1,0.7
Cc1ccc(CCN)cc1,9.78
CCN(CC)CCNc1nc(N)nc(C)c1C,9.7
Nc1nnnn1-c1ccc(Cl)cc1,0.78
Cn1cncn1,2.31
CC(N)CCCc1ccc(O)cc1,9.4
Nc1cccc(N)c1,5.04
Nc1ccncc1Br,7.15
CC1CCN1,10.96
CCCn1nnnc1N,1.8
CN(C)c1ccc2ccccc2c1,4.57
Nc1ccc([N+](=O)[O-])c2ccccc12,0.53
NOCc1ccc(Cl)cc1,4.22
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,9.59
Nc1ccc2cc3ccccc3nc2c1,8.04
CCN(CC)Cc1cc(OC)ccc1O,8.62
NCCCCCCCCCCCCN,10.79
CN(C)CCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,4.9
Cc1cccc(C)c1C(=N)c1ccccc1,7.71
COc1ccc(S(=O)(=O)NCCN2CCOCC2)c(OC)c1OC,6.16
NCc1ccc(Cl)cc1,9.24
CCc1cccnn1,3.58
NCCc1ccc(O)cc1,9.92
O=[N+]([O-])c1ccc(O)c(CN2CCOCCOCCOCCOCC2)c1,9.69
CCN(CC)CC(=O)N(C)c1ccccc1C,8.74
CC(C)N1CCC(NN)CC1,9.65
c1ccc(C2CCCN2)cc1,9.6
CCN(CC)CCC(=O)Nc1c(C)cccc1C,8.96
CCC(CO)NCl,1.55
Cc1ccc2ccc3cccnc3c2n1,5.36
NC(=S)C(N)Cc1ccccc1,7.15
Cc1cnc2c(ccc3cccnc32)c1C,5.62
Nc1cc2ccccc2nn1,3.66
c1ccc(-c2ccnc3c2ccc2cccnc23)cc1,4.9
Cc1nc(N)c2cnn(C)c2n1,5.0
C=CCc1ccccc1OCC(O)CNC(C)C,9.59
CC(=O)c1ccncc1,3.6
CCOC(=O)CCCCN,10.15
Clc1cccnc1,2.77
CNC(=O)c1ccccn1,2.4
CN(C)c1ccccc1C(=O)O,8.46
NCCC(=O)NCCc1c[nH]cn1,9.21
Nc1ccc2[nH]ncc2c1,5.15
CC(C)(C)Nc1ccccc1,7.15
Nc1cccc2c[nH]nc12,3.05
Cn1c(=O)[nH]c(=O)c2[nH]cnc21,0.78
CC(C)SC(=N)c1ccccc1,8.04
CC1CNCCN1,9.9
CN(C)c1cccc(Cl)c1,3.83
O=C1N=CCc2cccnc21,12.01
CN(C)c1ncc(Br)s1,3.66
CC(=O)c1cccc(N)c1,3.61
c1ccc(CNc2nccs2)cc1,5.15
Cn1cncc1CC(NC(=O)CCN)C(=O)O,9.53
O=[N+]([O-])c1ccc(-c2ncc(-c3ccccc3)o2)cc1,-0.61
CN(C)c1ncnc2c1cnn2C,4.06
NC1CCCC1C(=O)Oc1ccc([N+](=O)[O-])cc1,8.36
Nc1nc2ccccc2o1,3.73
Cn1ncc2cncnc21,2.5
Nc1cncn1C1OC(CO)C(O)C1O,6.05
CC(C)(C)n1ccnc1,7.35
Cn1c(=O)n(C)c2c(N)cccc21,3.06
CCN(CC)Cc1cc([N+](=O)[O-])ccc1O,10.99
CC(=O)N=S(C)C,3.16
CN1CC(C(=O)O)CC2c3cccc4[nH]cc(c34)CC21,8.52
c1ccc(-c2cnc(-c3ccccc3)o2)cc1,0.84
CC(=O)N1CCN(C)CC1,7.1
Cn1cnc2[nH]cnc(=O)c21,8.8
Oc1ccccc1C1=NCCN1,12.58
O=C(Nc1cccnc1)c1ccccc1,3.8
CN(C)c1ncc([N+](=O)[O-])s1,0.48
NCCCCCO,10.52
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,10.06
Nc1cncc2ccccc12,6.28
CCN(CC)CCNc1cc(C)nc(Nc2ccc(Cl)cc2)n1,9.05
NCc1ccc(C(=O)O)cc1,9.64
NNC(=O)C(Cc1c[nH]cn1)NC(=O)OCc1ccccc1,6.1
CSC(=N)Nc1ccccc1,7.14
COc1cccc(CN)c1OC,9.41
COc1c[nH]cnc1=O,8.6
CC(=O)OCCc1c[nH]cn1,6.97
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,9.16
Cc1nc2c(N)cccc2[nH]1,8.1
Cc1[nH]nc2c(NCc3ccccc3)ncnc12,4.95
CN(C)Cc1ccccc1,8.97
O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,-2.5
Cc1cc(C(c2ccc(N)cc2)c2ccc(N)cc2)ccc1N,4.9
Nc1ncnc2ccccc12,5.79
CC(=O)OC1CN2CCC1CC2,9.27
NC(Cc1c[nH]cn1)C(=O)NC(Cc1c[nH]cn1)C(=O)O,7.8
Oc1ccc(Cl)cc1CN1CCOCC1,6.78
Cc1nn(C)c(C)c1C,4.48
c1ccc(CSc2nc(-c3ccccc3)c(SCc3ccccc3)[nH]2)cc1,2.7
COc1cc(CN)c(C)cc1N,9.54
CC(=O)Nc1ccncc1,5.87
CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,6.2
Cc1ccc(S(=O)(=O)N(C)CCC(=N)N)cc1,11.5
NC1Cc2ccccc2C1,9.55
C=CC(C)(C)Nc1ccccc1,4.88
CN(C)CCCN=C(c1ccccc1)c1ccc2ccccc2c1,9.2
CCc1ccc(OC)c(C(=O)NCC2CCCN2CC)c1O,9.54
S=c1cc[nH]cn1,6.7
NCC[n+]1ccc2ccccc2c1,6.85
NOCc1ccccc1,4.34
CCOC(=O)c1ccc(CCN)cc1,9.58
Cc1cc(=O)n(C)n1-c1ccccc1,2.4
CN(C)c1ccc(C=Cc2cc[n+]([O-])cc2)cc1,4.3
CC(=O)Nc1ccc2cc3ccccc3nc2c1,5.6
CC(C=C(c1cccs1)c1cccs1)N1CCCCCCC1,7.52
CN1CCCC1c1cccnc1,8.06
O=[N+]([O-])c1cc(-c2ccccc2)nnc1NCCN1CCOCC1,6.56
N#Cc1ccncc1,1.91
O=CN1CCNCC1,7.98
CCNCC(=O)c1ccc(O)cc1,7.77
CCCCC(CC)CNc1ncnc2[nH]ncc12,4.6
Cc1nccc2c1[nH]c1ccc([N+](=O)[O-])cc12,6.24
CC(=O)Nc1cccc2nc3ccccc3cc12,4.4
O=C(O)C1CCNC1,10.72
c1csc(-c2nccs2)n1,2.76
NC(=O)CCCc1ccncc1,5.64
NC(Cc1ccccc1)=NO,5.32
COc1cc(C)n(-c2ccccc2)n1,1.5
Cc1ccc(N)c(N)c1,5.0
CCN(CC)CC(=O)Nc1ccccc1,8.0
c1cc2c(nn1)CCCC2,4.3
Cn1c(N)nc(=O)c2[nH]cnc21,4.61
NC(=O)CC(=O)c1ccccn1,8.23
NC(=O)Nc1[nH]cnc1C(=O)O,4.9
Cc1cc(C)c(C)nn1,4.81
CCCc1ccc(C)nn1,4.25
c1ccc2c(CC3=NCCN3)cccc2c1,10.35
NCC[n+]1cc(Br)c2ccccc2c1,6.71
CC1=C(CC(C)NCC(O)c2ccc([N+](=O)[O-])cc2)CCC1(C)C,8.36
CC(Cc1ccccc1)N(C)C,9.4
CN1CCCC1c1cncc2[nH]c3ccccc3c12,8.02
CN(C)Cc1cc(C(C)(C)C)ccc1O,8.55
CC(N)CO,9.43
Cn1cnc2[nH]c(N)nc(=O)c21,8.43
Cn1ccc(=N)c2ccccc21,12.4
c1ccc(C2=NCCC2)cc1,7.2
CN=CNc1cccc(-c2csc(=NC(=N)N)[nH]2)c1,8.29
NC(=S=O)c1ccccc1,0.8
Nc1cccc(-c2ccccn2)n1,5.8
CNc1ccccn1,7.13
OCC1OC(n2ccc3c2ncn2ccnc32)C(O)C1O,5.49
C1COCCOCc2n[nH]c(n2)COCCOCCO1,2.36
CN1CCC2Cc3ccc(O)c(O)c3C3CCCC1C23,7.58
CCCCSC1=NCCN1,9.0
N=C(c1ccccc1)c1cccc(Cl)c1,5.69
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,9.2
NC(CC1C=NC(=S)N1)C(=O)O,8.47
CNC(C)(C)C(=O)O,10.75
Cc1cc(C)nc(N)c1,7.84
CCCN1CC(O[Si](C)(C)C)C1,8.89
CN(C)CCCCC(=O)Oc1ccc([N+](=O)[O-])cc1,9.9
COc1ccc2nccc(C(O)C3CCCCN3)c2c1,9.3
CCn1cnc2ccccc21,5.66
OCC1OC(n2cnc3c2ncn2ccnc32)C(O)C1O,4.1
COc1cc(C=Nc2ncc3[nH]cnc3n2)ccc1O,2.79
Oc1ccc2cnncc2c1,3.94
COc1ccc(-c2cn3ccsc3n2)c(OC)c1,4.67
Cc1nc2cc([N+](=O)[O-])ccc2[nH]1,5.16
CCCCn1ccnc1,7.14
Cc1ccc2c(c1)CC(=O)CC2,12.94
N=C(c1ccccc1)c1cccc(O)c1,6.92
CCOc1cccc(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1OC,8.78
CSCc1cccc(CSC)n1,4.19
CCN(CC)Cc1ccccc1O,8.81
Nc1cccc(-c2nc3ccccc3s2)c1,3.4
COc1cc(OC)c(OC)c(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1,8.84
COc1cccc(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1OC,8.91
COc1ccc(-c2nc3ccncc3[nH]2)c(OC)c1,6.49
CCN(CC)CCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,7.2
CC1(C)CC(=Nc2ccccc2)CC(=Nc2ccccc2)C1,9.89
CN(C)c1cccnc1,6.67
COCc1nc(C)c[nH]1,7.03
Clc1ccc2[nH]cnc2c1,4.86
Nc1ncc2ccccc2n1,4.8
Clc1ccc(-c2ncc(-c3ccccc3)o2)cc1,0.41
Nc1c(O)cccc1O,5.1
CCc1nc(C)c[nH]1,8.5
CSc1ncc2[nH]cnc2n1,1.91
O=c1[nH]c2ccccc2[nH]1,11.95
O=C(O)c1cc(-c2ccccc2)nnc1NCCN1CCOCC1,7.07
Nc1cccc2ccccc12,3.92
O=C(O)c1ncccn1,-1.13
CN(C)c1ccc(N(C)C)cc1,6.37
Nc1cccc2c(O)cccc12,4.15
CCN(CC)CC(=O)Nc1ccccc1C,7.95
CC(C)c1ccccc1N,4.42
CCCCNCc1ccc(C)cc1,9.98
CCCC=C1CCCN1C,11.88
Cc1ccc(N(CC2CO2)CC2CO2)cc1,-0.48
c1ccc(N=C(Nc2ccccc2)Nc2ccccc2)cc1,9.1
Nc1ccccc1O,4.55
C#CCNc1ccccc1,3.06
Nc1ccc(Sc2ccc(N)cc2)cc1,4.25
c1cc(N2CCOCC2)ccn1,8.79
CNCC(=O)NCCc1c[nH]cn1,8.31
CC(=O)Nc1ccc(N)cc1,4.46
NC(CCc1ccc([N+](=O)[O-])cc1)C(=O)O,9.1
Cc1ccc(N)nc1,7.22
COc1nc2ccccc2[nH]1,3.75
C[n+]1c(S)cc[nH]c1=S,6.96
NC(=O)Cc1ccccn1,4.34
CN(CO)c1ccccc1,3.72
Cc1cc(C)c2ccc3c(C)cc(C)nc3c2n1,6.5
Cc1ccc(C)nn1,3.99
O=S(=O)(O)c1ccncc1,3.44
CCC1CN1,5.69
Cc1ccccc1C=Cc1ccc(N(C)C)cc1,4.59
Nc1ccncc1N,9.06
OC1COC(n2cnc3ccccc32)C(O)C1O,4.035
Nc1c2ccccc2nc2cccc([N+](=O)[O-])c12,7.3
N#CC(N)c1ccccc1,4.4
Oc1ccc2ccnnc2c1,3.31
Cc1[nH]ccc2c1[nH]c1cc(=O)ccc12,7.39
CN(C)c1ccc(Br)cc1,4.25
CCCN(CCC)c1ccc([N+](=O)[O-])cc1,1.06
CC(=O)c1ccc(O)c(CN(C)C)c1,10.0
CN(O)Cc1ccccc1,4.6
NCc1ccc(C=O)o1,8.1
CN(C)Cc1ccc(CN(C)C)c(O)c1O,6.39
Cc1ncc2nccnc2n1,4.87
CN(C)C1CC(C)(C)NC(C)(C)C1,10.56
Cn1cnc2cc(O)ccc21,6.1
COc1c(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)cccc1[N+](=O)[O-],8.61
OCNc1ccc(Cl)cc1,2.22
COC(=O)c1ccccc1N(C)C,5.55
COc1ccc(CN)c([N+](=O)[O-])c1,8.77
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,2.03
Oc1ccc(Cl)cc1CN1CCCCC1,11.76
CC(=O)N=NC1CCN(C)CC1,7.45
CSc1ccc(N)cc1[N+](=O)[O-],2.47
CN1CSCC1C(=O)O,6.6
CCC1C(=O)NC(CC2=NC(=Cc3[nH]c(CC4NC(=O)C(C)C4CC)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)C1C,7.6
OCCNC1CCN(Cc2ccccc2)CC1,9.24
NCCCCc1ccccc1,10.39
Oc1ccc2c(cnc3ccccc32)c1,4.39
COc1ccc2[nH]c3c(C)nccc3c2c1,7.09
NCCCCN,9.995
CCSC(=O)c1cccc(C)c1,-4.77
Cc1cnc(N)s1,5.71
N#CC(C#N)N=Nc1ccccc1Br,-0.8
C[n+]1c(NN)ccc2ccccc21,2.66
COc1ncnc2ccccc12,3.13
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,2.35
C1=CN2CCC1CC2,9.82
Cc1ncc2c(c1O)C(O)OC2,4.3
Cc1cnc2c(c1)c(C)cc1c(C)c(C)cnc12,6.07
Nc1nc(=S)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1,8.34
Nc1ccccc1C(=O)O,4.87
Nc1cc2c(cc1Br)CCCC2,3.05
CCC=CCc1nccn1C(C(=O)O)C(C)(C)S,7.2
c1cnc2ccc3ncccc3c2c1,4.0
NCc1ccc(N)cc1,10.0
Cc1nc(N)nc(N)n1,4.59
CC(CC(O)(c1ccccc1)c1ccccc1)N1CCCCC1,8.62
CC(=O)n1cccn1,3.16
NC(Cc1[nH]cnc1I)C(=O)O,8.62
C1CCc2c(nnc3c2CCCC3)C1,6.12
Cc1cccnc1C,6.57
O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OCCCN1CCOCC1,7.99
Cc1ccc(-c2nnc(-c3ccccc3)o2)cc1,1.81
CCCNN,7.92
C#CC(C)Nc1ccccc1,3.25
Cn1ncc2ccccc21,0.51
Cc1nc(NCc2ccco2)c2c[nH]nc2n1,4.65
Cc1cc(Br)c(N)c(Br)c1,0.69
COC(=O)CC1C(C(=O)O)NCC1C(C)O,9.41
CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,7.9
Cn1cc2ccccc2n1,2.13
COc1nc2ccccc2c2ccccc12,2.38
Nc1ncnc2c[nH]nc12,5.0
CC1CCNCC1,10.89
Cc1cc(-c2ccccc2)nn2c(CN3CCOCC3)cnc12,6.01
O=C(O)c1nc2cc(Cl)ccc2[nH]1,4.3
OCC1OC(n2cnc3ccccc32)C(O)C(O)C1O,4.01
Cc1ccc(N(C)C)cc1,5.56
Nc1nnnn1Cc1ccccc1,1.44
Cc1ccc(C(=O)S)cc1,-5.19
O=C(CCN1CCCCC1)c1ccccc1,9.23
C1=C(c2ccccc2)C2CCN1CC2,9.1
CN(C)c1ccc2cc3c(ccc4ccccc43)nc2c1,7.31
O=C(Cc1ccccn1)c1ccccc1,4.20666666666667
CCN(CC)c1nc(N)nc(N)n1,5.61
Cc1cnccc1N,9.15
c1nc2cc3c(cc2[nH]1)CCCC3,5.98
Cc1cc(N)nc2c1ccc1ccccc12,6.02
C=C1CC1CC(N)C(=O)O,9.37
CCN(CC)CC(=O)Nc1ccc(C)cc1,8.13
Clc1ccc(C=Cc2nnnn2-c2ccccc2)cc1,-2.54
C[n+]1c(S)[nH]c(=O)c2ccccc21,9.23
CCN(CC)CCCNc1c2ccccc2nc2ccccc12,8.53
Nc1cccc2[nH]ncc12,3.29
CCOC(=O)c1c[nH]c2ccccc2c1=O,9.62
O=[N+]([O-])c1ccc(NO)cc1,0.65
CSc1cccc(N)c1,4.05
Cc1cc(N)ncn1,6.25
CCCCNc1ncnc2[nH]ncc12,4.67
CCOc1ccc2[nH]c(CC(C)C)nc2c1,6.07
COc1cccc(CN(C)C)c1O,8.42
c1ccc(CNc2ncnc3[nH]cnc23)cc1,4.09
CSc1ccc(N)c(I)c1,2.45
Cn1cc(N)cn1,5.52
NCCCCO,10.35
CCP(=S)(CC)C(=S)NN,5.6
Nc1ccccc1F,2.96
Nc1cccc(C(=O)O)c1,4.7
CC(C=C(c1ccccc1)c1ccccc1)N(C)C,9.26
CCCCCCn1ccnc1,7.2
O=[N+]([O-])c1[nH]cnc1Cl,-1.3
COc1ccc(-c2ncc(-c3ccccc3)o2)cc1,1.25
CN(C1=NCCO1)c1ccccc1,8.51
CC1=Nc2ccc([N+](=O)[O-])cc2N=C(C)C1,4.95
CC(C)C1CNC(C(=O)O)C1CC(=O)O,10.62
O=C(O)c1ccco1,-0.53
Cc1ccccc1NC(C)(C)C,6.49
C=CC1(O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,7.24
CNCCc1ccc(O)c(O)c1,8.84
CCN(CC)S(=O)(=O)c1ccc(N)cc1,1.75
CC(C=C(c1cccs1)c1cccs1)N1CCCCC1,8.46
NCC(=O)NCC(=O)O,8.31
COc1nccc2ccccc12,3.05
CC1(C)CCC(C2CCC(C)(C)N2)N1,10.3
OC(c1ccccc1)c1ccccn1,4.44
CCCCCCCNCc1ccc(C)cc1,10.02
CC1=NCCc2c1[nH]c1ccccc21,8.99
CC(C)=O,19.13
CC(C)c1nc2ccccc2[nH]1,6.23
COC(=O)C(N)Cc1ccccc1,7.0
CCCc1ccnc2c1ccc1cccnc12,5.45
CCOc1ccc2[nH]c(C(C)C)nc2c1,6.17
COc1ccc(-c2cnc(-c3ccc(C)cc3)o2)cc1,1.26
NCC(O)c1ccccc1,8.94
OCCc1ccccn1,5.37
S=c1cc[nH]c(=S)[nH]1,11.19
NC(=O)c1ccncc1,3.57
Cc1ncc(CN(C=O)C(C)C(=S)CCO)c(N)n1,4.19
Cc1cccc(CN(C)C)c1O,8.18
